query_id,corpus_id
q61676968,d616769d6
q61676968,d61d31046
q61676968,d61def294
q61676968,d61d96072
q61676968,d61d71c54
q61676968,d61667a3a
q61676968,d61decdc8
q61676968,d61dab45e
q61676968,d61cef506
q61676968,d61d92bf2
q6165d620,d6165d666
q6165d620,d61e07092
q6165d620,d61ddcefa
q6165d620,d6167fa90
q6165d620,d61d6922a
q6165d620,d61d7c6ae
q6165d620,d61d2c73a
q6165d620,d61cf66d0
q6165d620,d61d65756
q6165d620,d61d2f908
q616523c4,d6165241e
q616523c4,d61e2ce1e
q616523c4,d61d6feae
q616523c4,d6169ca1e
q616523c4,d61d89354
q616523c4,d6165e3e0
q616523c4,d61d88670
q616523c4,d61de7206
q616523c4,d61cefdb2
q616523c4,d61e278ec
q6168676e,d61d4a7d0
q6168676e,d61dd6406
q6168676e,d61d921ac
q6168676e,d61ddaf38
q6168676e,d61d2a23c
q6168676e,d61d97094
q6168676e,d61e914d6
q6168676e,d6167676a
q6168676e,d61d34a7a
q6168676e,d61d5c458
q616abdde,d61d8df26
q616abdde,d61d439ee
q616abdde,d616509c0
q616abdde,d61d80e70
q616abdde,d61d9c422
q616abdde,d61d6d5d2
q616abdde,d61dc26ae
q616abdde,d61d8aff6
q616abdde,d61d3d1ac
q616abdde,d61d5fc20
q616a3986,d6165e9e4
q616a3986,d61d4d7d2
q616a3986,d61d45942
q616a3986,d61e1ee40
q616a3986,d61d134ba
q616a3986,d61650ce0
q616a3986,d61d30ede
q616a3986,d61d744c2
q616a3986,d616564d8
q616a3986,d61cf3f02
q61667c92,d61d8df26
q61667c92,d61660a50
q61667c92,d61dc9a3a
q61667c92,d61d9aa64
q61667c92,d61d6d5d2
q61667c92,d61d8452a
q61667c92,d61667ce2
q61667c92,d61dfd952
q61667c92,d61cf7a44
q61667c92,d61d515ee
q61671ce2,d61cf8a02
q61671ce2,d6164f9bc
q61671ce2,d61e96ad0
q61671ce2,d616619d2
q61671ce2,d6167c228
q61671ce2,d61e5565c
q61671ce2,d61cf2fa8
q61671ce2,d61dc93b4
q61671ce2,d61dca6c4
q61671ce2,d61dbff3a
q616a1438,d6167f63a
q616a1438,d61d2b844
q616a1438,d61dfa572
q616a1438,d61ddcb30
q616a1438,d61d8405c
q616a1438,d61d515ee
q616a1438,d61e5c7d6
q616a1438,d61d8df26
q616a1438,d61d1bb2e
q616a1438,d61dccbf4
q6165fe2a,d61d792b0
q6165fe2a,d61d516fc
q6165fe2a,d61657130
q6165fe2a,d61d48ffc
q6165fe2a,d61657cac
q6165fe2a,d61d4b1b2
q6165fe2a,d61ea5706
q6165fe2a,d61d04e56
q6165fe2a,d61d3f6e6
q6165fe2a,d61d4ca58
q6167d60a,d61657130
q6167d60a,d61d56ed6
q6167d60a,d61d95d20
q6167d60a,d61658b70
q6167d60a,d61da9ece
q6167d60a,d61dbb94e
q6167d60a,d61db554e
q6167d60a,d61d744c2
q6167d60a,d61d934f8
q6167d60a,d61d2dfd6
q61687ba0,d61d55f7c
q61687ba0,d6165aa4c
q61687ba0,d61d50b62
q61687ba0,d6167f63a
q61687ba0,d61d2b844
q61687ba0,d616a1e56
q61687ba0,d61dccbf4
q61687ba0,d61e859a6
q61687ba0,d61cffd7a
q61687ba0,d6167248a
q6167e154,d61db6b9c
q6167e154,d61d96478
q6167e154,d61d4b518
q6167e154,d61671120
q6167e154,d61cfd642
q6167e154,d61d480de
q6167e154,d61d4611c
q6167e154,d61d3b794
q6167e154,d61e05e90
q6167e154,d61d7fc28
q61671e90,d61cefdb2
q61671e90,d61d92274
q61671e90,d61e43844
q61671e90,d61dfd0ba
q61671e90,d61671eea
q61671e90,d61d42652
q61671e90,d6166c544
q61671e90,d61dc0eda
q61671e90,d61d2b844
q61671e90,d61dbca42
q61689f9a,d61da2ca0
q61689f9a,d6166fc08
q61689f9a,d6167a112
q61689f9a,d6169da04
q61689f9a,d61d41478
q61689f9a,d61655132
q61689f9a,d61da50a4
q61689f9a,d61d4f776
q61689f9a,d61d8405c
q61689f9a,d61d34214
q6165cc3e,d61d91626
q6165cc3e,d61dde570
q6165cc3e,d61d84b92
q6165cc3e,d61d64676
q6165cc3e,d61def5be
q6165cc3e,d61e1e9a4
q6165cc3e,d61d7b362
q6165cc3e,d61d46a22
q6165cc3e,d61d52926
q6165cc3e,d61d4c300
q61650c9a,d61650ce0
q61650c9a,d61d30ede
q61650c9a,d61e1ee40
q61650c9a,d6165b23a
q61650c9a,d61d744c2
q61650c9a,d61db9892
q61650c9a,d616564d8
q61650c9a,d61693b8a
q61650c9a,d61d043fc
q61650c9a,d61d0f306
q616652b2,d61d3fa1a
q616652b2,d61656168
q616652b2,d61cf29b8
q616652b2,d61d741a2
q616652b2,d61d2b63c
q616652b2,d61df7552
q616652b2,d61db1430
