query_id,corpus_id
qd2ac917a,dd2acce74
qd2ac917a,dd2acd630
qd2ac917a,dd2ac8f0e
qd2ac917a,dd2adc4fa
qd2ac917a,dd2ac3a86
qd2ac917a,dd2ad7e46
qd2ac917a,dd2ad19c4
qd2ac917a,dd2ac410c
qd2ac917a,dd2ad1ec4
qd2ac917a,dd2afb88c
qd2aeff00,dd2af0432
qd2aeff00,dd2b03604
qd2aeff00,dd2ac410c
qd2aeff00,dd2ac3a86
qd2aeff00,dd2ac5bec
qd2aeff00,dd2b137de
qd2aeff00,dd2ac62ae
qd2aeff00,dd2aef640
qd2aeff00,dd2b05170
qd2aeff00,dd2ad88d2
qd2acfe6c,dd2acffb6
qd2acfe6c,dd2acf692
qd2acfe6c,dd2ace5a8
qd2acfe6c,dd2acf0f2
qd2acfe6c,dd2acf912
qd2acfe6c,dd2acf638
qd2acfe6c,dd2acfb9c
qd2acfe6c,dd2b03604
qd2acfe6c,dd2acdc52
qd2acfe6c,dd2ad9520
qd2ad28d8,dd2ad29c8
qd2ad28d8,dd2b05170
qd2ad28d8,dd2abbe8a
qd2ad28d8,dd2af9b04
qd2ad28d8,dd2ac62ae
qd2ad28d8,dd2ac43f0
qd2ad28d8,dd2ad469c
qd2ad28d8,dd2abf4f4
qd2ad28d8,dd2ac5bec
qd2ad28d8,dd2abf562
qd2ac61e6,dd2ac62ae
qd2ac61e6,dd2ac5bec
qd2ac61e6,dd2acd630
qd2ac61e6,dd2abdf28
qd2ac61e6,dd2abe7ca
qd2ac61e6,dd2ae3eda
qd2ac61e6,dd2ad88d2
qd2ac61e6,dd2aef640
qd2ac61e6,dd2ac2140
qd2ac61e6,dd2abd7b2
qd2acf836,dd2acf912
qd2acf836,dd2acffb6
qd2acf836,dd2acf0f2
qd2acf836,dd2acfb9c
qd2acf836,dd2ace5a8
qd2acf836,dd2acdc52
qd2acf836,dd2acf692
qd2acf836,dd2acf638
qd2acf836,dd2acf5c0
qd2acf836,dd2aced14
qd2abf012,dd2abfb48
qd2abf012,dd2abf0b2
qd2abf012,dd2abf562
qd2abf012,dd2ac1664
qd2abf012,dd2ac5bec
qd2abf012,dd2abfada
qd2abf012,dd2abf4f4
qd2abf012,dd2ac62ae
qd2abf012,dd2ad88d2
qd2abf012,dd2ad8850
qd2abbd7c,dd2abc54c
qd2abbd7c,dd2abc858
qd2abbd7c,dd2abbe8a
qd2abbd7c,dd2abbe1c
qd2abbd7c,dd2abbef8
qd2abbd7c,dd2abb8b8
qd2abbd7c,dd2abccf4
qd2abbd7c,dd2abb3e0
qd2abbd7c,dd2abc27c
qd2abbd7c,dd2abca56
qd2adb780,dd2adb5be
qd2adb780,dd2adb8d4
qd2adb780,dd2abc54c
qd2adb780,dd2adc054
qd2adb780,dd2ad9520
qd2adb780,dd2afdaa6
qd2adb780,dd2ac5bec
qd2adb780,dd2ad662c
qd2adb780,dd2ada466
qd2adb780,dd2ad469c
qd2ade0e8,dd2ade412
qd2ade0e8,dd2ade854
qd2ade0e8,dd2ade386
qd2ade0e8,dd2aded90
qd2ade0e8,dd2af9b04
qd2ade0e8,dd2acce74
qd2ade0e8,dd2ad1a32
qd2ade0e8,dd2acd630
qd2ade0e8,dd2afb88c
qd2ade0e8,dd2ac3734
qd2adc6da,dd2adcc02
qd2adc6da,dd2adc82e
qd2adc6da,dd2ac43f0
qd2adc6da,dd2adc4fa
qd2adc6da,dd2ada3da
qd2adc6da,dd2ade854
qd2adc6da,dd2add62a
qd2adc6da,dd2ae98d0
qd2adc6da,dd2ac23fc
qd2adc6da,dd2add242
qd2ae6158,dd2ae654a
qd2ae6158,dd2ae4f06
qd2ae6158,dd2ae717a
qd2ae6158,dd2ae7076
qd2ae6158,dd2ae3eda
qd2ae6158,dd2ae6e5a
qd2ae6158,dd2ae5e24
qd2ae6158,dd2ae790e
qd2ae6158,dd2ae0e2e
qd2ae6158,dd2ae3dfe
qd2ae56fe,dd2ae5e24
qd2ae56fe,dd2ae7076
qd2ae56fe,dd2ae654a
qd2ae56fe,dd2ae717a
qd2ae56fe,dd2ae6e5a
qd2ae56fe,dd2ae790e
qd2ae56fe,dd2ae3eda
qd2ae56fe,dd2ae4f06
qd2ae56fe,dd2ae3dfe
qd2ae56fe,dd2af2336
qd2addac6,dd2addca6
qd2addac6,dd2addc24
qd2addac6,dd2ad0b46
qd2addac6,dd2b05170
qd2addac6,dd2ad1262
qd2addac6,dd2ac58e0
qd2addac6,dd2abc54c
qd2addac6,dd2ac55e8
qd2addac6,dd2ad1a32
qd2addac6,dd2b16146
qd2af58c4,dd2af679c
qd2af58c4,dd2af5afe
qd2af58c4,dd2af6f08
qd2af58c4,dd2af541e
qd2af58c4,dd2af2336
qd2af58c4,dd2af18f0
qd2af58c4,dd2af3272
qd2af58c4,dd2adc82e
qd2af58c4,dd2af432a
qd2af58c4,dd2af293a
qd2ac8e0a,dd2ac8f0e
qd2ac8e0a,dd2abe752
qd2ac8e0a,dd2ad7824
qd2ac8e0a,dd2ae98d0
qd2ac8e0a,dd2abc858
qd2ac8e0a,dd2ad741e
qd2ac8e0a,dd2ae0e2e
qd2ac8e0a,dd2aeb658
qd2ac8e0a,dd2acd630
qd2ac8e0a,dd2ac58e0
qd2b05f08,dd2b03604
qd2b05f08,dd2b02da8
qd2b05f08,dd2b05170
qd2b05f08,dd2b059ae
qd2b05f08,dd2b01854
qd2b05f08,dd2adc054
qd2b05f08,dd2ad9520
qd2b05f08,dd2ac5bec
qd2b05f08,dd2ad2306
qd2b05f08,dd2ac1c4a
qd2adca40,dd2adc82e
qd2adca40,dd2add62a
qd2adca40,dd2adcc02
qd2adca40,dd2ad2306
qd2adca40,dd2adc4fa
qd2adca40,dd2add242
qd2adca40,dd2adc054
qd2adca40,dd2ad1ec4
qd2adca40,dd2ae86ba
qd2adca40,dd2ad19c4
qd2af2e3a,dd2af432a
qd2af2e3a,dd2af3272
qd2af2e3a,dd2af0c8e
qd2af2e3a,dd2af41e0
qd2af2e3a,dd2ac1664
qd2af2e3a,dd2ac5bec
qd2af2e3a,dd2af2336
qd2af2e3a,dd2ac62ae
qd2af2e3a,dd2af18f0
qd2af2e3a,dd2af6f08
qd2af4a50,dd2af432a
qd2af4a50,dd2af41e0
qd2af4a50,dd2af18f0
qd2af4a50,dd2af0c8e
qd2af4a50,dd2af3272
qd2af4a50,dd2af6f08
qd2af4a50,dd2af679c
qd2af4a50,dd2ad1262
qd2af4a50,dd2ad12e4
qd2af4a50,dd2af5afe
qd2b12b72,dd2b137de
qd2b12b72,dd2b13658
qd2b12b72,dd2b0b110
qd2b12b72,dd2b1453a
qd2b12b72,dd2b08d20
qd2b12b72,dd2b03604
qd2b12b72,dd2b05170
qd2b12b72,dd2abc54c
qd2b12b72,dd2ac8aea
qd2b12b72,dd2ac43f0
qd2abe6b2,dd2abe7ca
qd2abe6b2,dd2abe752
qd2abe6b2,dd2abdf28
qd2abe6b2,dd2abedc4
qd2abe6b2,dd2abde92
qd2abe6b2,dd2abe20c
qd2abe6b2,dd2abb3e0
qd2abe6b2,dd2abea5e
qd2abe6b2,dd2abd7b2
qd2abe6b2,dd2acd630
qd2adba1e,dd2adb5be
qd2adba1e,dd2adb8d4
qd2adba1e,dd2adc054
qd2adba1e,dd2ac62ae
qd2adba1e,dd2ad9520
qd2adba1e,dd2abc54c
qd2adba1e,dd2ad469c
qd2adba1e,dd2acd630
qd2adba1e,dd2ada3da
qd2adba1e,dd2ad662c
qd2adc342,dd2adc4fa
qd2adc342,dd2adc82e
qd2adc342,dd2adcc02
qd2adc342,dd2add242
qd2adc342,dd2ace5a8
qd2adc342,dd2ac30ea
qd2adc342,dd2ac3a86
qd2adc342,dd2abc54c
qd2adc342,dd2b137de
qd2adc342,dd2ac285c
qd2ac019c,dd2abff58
qd2ac019c,dd2abffc6
qd2ac019c,dd2ac04a8
qd2ac019c,dd2abe20c
qd2ac019c,dd2abe7ca
qd2ac019c,dd2ac55e8
qd2ac019c,dd2ac1c4a
qd2ac019c,dd2abea5e
qd2ac019c,dd2ac410c
qd2ac019c,dd2abe752
qd2ac297e,dd2ac2a28
qd2ac297e,dd2ac30ea
