query_id,corpus_id
q82d4c6ec,d8823b39c
q82d4c6ec,d81a04fe4
q82d4c6ec,d81a04f9e
q82d4c6ec,d88be204e
q82d4c6ec,d8c9cf7da
q82d4c6ec,d88cdb45a
q82d4c6ec,d8e436060
q82d4c6ec,d822f8178
q82d4c6ec,d8e435ffc
q82d4c6ec,d8f8bc700
q855a35a0,d88c3582a
q855a35a0,d8f7e6aba
q855a35a0,d8abea8d2
q855a35a0,d817bbf1c
q855a35a0,d89b7be92
q855a35a0,d8666ba7c
q855a35a0,d8ac21a12
q855a35a0,d8a8783d4
q855a35a0,d8794030a
q855a35a0,d8ef39516
q85384530,d88916b1c
q85384530,d8c7913ce
q85384530,d82267aec
q85384530,d8c56f168
q85384530,d87903324
q85384530,d822f82e0
q85384530,d88e580da
q85384530,d8d8da2a2
q85384530,d81e741ce
q85384530,d88aec7f2
q842c8af2,d89c4f80a
q842c8af2,d8ae38df0
q842c8af2,d87eff462
q842c8af2,d8a951e18
q842c8af2,d863c221c
q842c8af2,d8e727fc6
q842c8af2,d89c6bb40
q842c8af2,d8ecb5f1a
q842c8af2,d825b9a24
q842c8af2,d8b190b56
q85451756,d8196f46c
q85451756,d8cfea0c0
q85451756,d837f6070
q85451756,d828a59b8
q85451756,d89cb9b42
q85451756,d86d1648a
q85451756,d81be6718
q85451756,d8646ec42
q85451756,d8a4cf1a6
q85451756,d8c279896
q85737826,d83c8adf2
q85737826,d8d4f7194
q85737826,d8cf2bcd8
q85737826,d8a2da2c4
q85737826,d885792ac
q85737826,d8d998446
q85737826,d86023a66
q85737826,d8a919fcc
q85737826,d87228ebe
q85737826,d8dfe9930
q827742c4,d827745bc
q827742c4,d895e2bd4
q827742c4,d8ca63d7c
q827742c4,d885897b0
q827742c4,d8a133498
q827742c4,d82d8f140
q827742c4,d88802366
q827742c4,d8a9f8772
q827742c4,d8c029956
q827742c4,d88863d0a
q81e448f2,d8159e28e
q81e448f2,d8b0a1ef2
q81e448f2,d885f4164
q81e448f2,d83dd4c44
q81e448f2,d894c31ae
q81e448f2,d8ac57554
q81e448f2,d81392e5e
